date,ticker,open,high,low,close,volume
10/23/2023,FPT,54.2,54.5,53.5,53.9,2646310
10/26/2023,FPT,53.9,54.5,52.8,52.8,3852510
10/27/2023,FPT,52.9,53.2,52.1,52.1,3188810
10/28/2023,FPT,52,52.4,50.7,50.7,3596230
10/29/2023,FPT,50.4,51.3,50.2,50.9,2719690
10/30/2023,FPT,51.5,51.5,50.5,51.5,1469970
11/2/2023,FPT,51.5,51.7,51.2,51.7,866110
11/3/2023,FPT,51.9,52.9,51.7,52.8,2562890
11/4/2023,FPT,53,53.3,52.5,53,1369690
11/5/2023,FPT,52.7,53.4,52,52,1305860
11/6/2023,FPT,52.4,52.8,52.1,52.4,987260
11/9/2023,FPT,52.8,53.4,52.7,53.4,2011650
11/10/2023,FPT,54,54,53,53,1739340
11/11/2023,FPT,53.4,53.4,52.7,53,1668230
11/12/2023,FPT,53,53.5,52.9,53.5,1234540
11/13/2023,FPT,53.8,53.8,53.5,53.8,1318170
11/16/2023,FPT,54,54.4,53.3,53.3,3713690
11/17/2023,FPT,53.6,54.1,53,54,2515530
11/18/2023,FPT,54.3,54.3,53.7,54,1757160
11/19/2023,FPT,54.3,55.9,54,55.1,4980430
11/20/2023,FPT,55.1,55.9,55.1,55.2,1837360
11/23/2023,FPT,55.2,56.2,54.6,55.9,2824640
11/24/2023,FPT,55.9,56.5,55.1,55.6,3003940
11/25/2023,FPT,56.3,56.3,55.2,55.2,1835630
11/26/2023,FPT,55.3,56,54.8,55.7,1635130
11/27/2023,FPT,55.9,56.2,55.6,56.2,1986420
11/30/2023,FPT,56.7,56.7,55.4,55.4,2761700
12/1/2023,FPT,55,55.4,54.8,55.2,3427370
12/2/2023,FPT,55,55.7,55,55.6,2108200
12/3/2023,FPT,55.6,55.7,55.1,55.6,1627980
12/4/2023,FPT,55.4,55.9,55.4,55.7,1380920
12/7/2023,FPT,55.9,56,55.5,55.7,1455180
12/8/2023,FPT,55.7,56.6,55.5,56.2,2297110
12/9/2023,FPT,56.3,57.8,56.2,57.5,3001820
12/10/2023,FPT,57,57.7,56.5,56.5,2112490
12/11/2023,FPT,56.6,57,56.3,57,1750270
12/14/2023,FPT,57,57.9,56.9,57.2,1443760
12/15/2023,FPT,57.5,57.5,56.6,56.7,2666900
12/16/2023,FPT,57.2,57.5,57,57.1,1995530
12/17/2023,FPT,56.9,57,56,56.5,3594500
12/18/2023,FPT,56.5,57,56.5,56.9,1532820
12/21/2023,FPT,57.3,57.8,57.1,57.5,2307390
12/22/2023,FPT,57.4,58.5,57.2,58.1,2576390
